Images/collar_design_labels/60951f5761ea3a01d6ed80e76b7f81ac.jpg,collar_design_labels,nynnn,0
Images/collar_design_labels/677e1183282769a3fe8ac5f1f0154bbd.jpg,collar_design_labels,nnnyn,0
Images/collar_design_labels/3f5a2be205e5d253ebc0517bf50a4b0d.jpg,collar_design_labels,nynnn,0
Images/collar_design_labels/1712bf3d7b57d779ade7f00c389cfa64.jpg,collar_design_labels,nnynn,0
Images/collar_design_labels/0b2b4254f35ce3a41a2606705a5466ba.jpg,collar_design_labels,nnnyn,0
Images/collar_design_labels/92a57289b5766147c4ea61e64a4172e7.jpg,collar_design_labels,nnnyn,0
Images/collar_design_labels/ceb3b249ac875ce56558c442501bbd68.jpg,collar_design_labels,nnnny,0
Images/collar_design_labels/556aa0c491f7c58dbd32f5174334b148.jpg,collar_design_labels,nnynn,0
Images/collar_design_labels/c9854e349519aa25d9212d5601cb50ae.jpg,collar_design_labels,ynnnn,0
Images/collar_design_labels/99cfe9c0db24742b012adbfff51ec23a.jpg,collar_design_labels,ynnnn,0
Images/collar_design_labels/72c6a483c027c898f23f3949cc30012c.jpg,collar_design_labels,nnnyn,0
Images/collar_design_labels/91e34afd9a36ed164cf486dc25508eb9.jpg,collar_design_labels,nnynn,0
Images/collar_design_labels/c9dee9a7b7ab29c73230d7ce0a1d3fc4.jpg,collar_design_labels,nnynn,0
Images/collar_design_labels/be3e22606197d9569c1af06f17985b42.jpg,collar_design_labels,nnynn,0
Images/collar_design_labels/19d3a5e7dbc215ceb426e49e238e7864.jpg,collar_design_labels,nnnny,0
Images/collar_design_labels/70fe15089d2290c66aaeab9f59158bce.jpg,collar_design_labels,nynnn,0
Images/collar_design_labels/652958365be96e17fa459b922dbad05c.jpg,collar_design_labels,nnnyn,0
Images/collar_design_labels/125e5db533b2c963873e9b6733e39b08.jpg,collar_design_labels,nynnn,0
Images/collar_design_labels/e9f11abdaf237e37d9bcd8849fe87abf.jpg,collar_design_labels,nnnny,0
Images/collar_design_labels/9f1a98aa2d9f412d2b1754bb3416f555.jpg,collar_design_labels,nnnny,0
Images/collar_design_labels/e5a79df574a25a45c7ddf1563e9e8495.jpg,collar_design_labels,ynnnn,0
Images/collar_design_labels/038e6f594777088ffe93c1b4a6950722.jpg,collar_design_labels,ynnnn,0
Images/collar_design_labels/24eccd8d57902943adf3c0a0b3a098be.jpg,collar_design_labels,nynnn,0
Images/collar_design_labels/7ed1dc61e3a074e4be23b73e26248af6.jpg,collar_design_labels,nynnn,0
Images/collar_design_labels/7773b46347b96e36a2ce89a0cdd57477.jpg,collar_design_labels,nnnyn,0
Images/collar_design_labels/291d901af27942534df20cb25b602865.jpg,collar_design_labels,nynnn,0
Images/collar_design_labels/2ae752d68ff771e121a2b643bf63f480.jpg,collar_design_labels,ynnnn,0
Images/collar_design_labels/ed687102b5f2c5f2e4f734998ad8a132.jpg,collar_design_labels,nnynn,0
Images/collar_design_labels/5d5a754ee0dec6a02e62fc565ed29d71.jpg,collar_design_labels,nynnn,0
Images/collar_design_labels/bf1f1bc97f128fc02df705b1e51093d4.jpg,collar_design_labels,nnnny,0
Images/collar_design_labels/02079ab34df5cc1df7626b2936393aca.jpg,collar_design_labels,nnnyn,0
Images/collar_design_labels/b57d7f686821a87ea155ed65a5a5b021.jpg,collar_design_labels,nnnny,0
